fonte,categoria,campo,valor,severidade,mensagem
APR_ITABIRA,duplicidade,"CALMONTH,TPLNR",128378,WARNING,Chaves estruturais duplicadas
Backlog_mina_itabira,dimensao,,306004x129,INFO,Dimensao observada
Backlog_mina_itabira,dtype,PRIMARY_KEY_JOIN,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,PRIMARY_KEY_JOIN,144,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,PRIMARY_KEY_JOIN_WC,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,PRIMARY_KEY_JOIN_WC,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,PRIMARY_KEY_JOIN_FL,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,PRIMARY_KEY_JOIN_FL,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,PRIMARY_KEY_JOIN_EQ,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,PRIMARY_KEY_JOIN_EQ,305344,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,PRIMARY_KEY_JOIN_EQ,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,PRIMARY_KEY_JOIN_FL_EQ,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,PRIMARY_KEY_JOIN_FL_EQ,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,UPDATED_ON,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,YEAR,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,YEAR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,CALMONTH,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,CALMONTH,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,CALWEEK,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,CALWEEK,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,BUKRS,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,BUKRS,144,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,BUKRS,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,DIRECT_EXEC_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,DIRECTORIA_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,GRCIA_AREA_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,GRCIA_AREA_PM_0001,5,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,GRCIA_GRAL_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,SUPERV_RESPONSAVEL_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,SUPERV_RESPONSAVEL_PM_0001,13,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,FASE_WC_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,FASE_WC_PM_0001,59,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,EMPRESA_LD3_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,EMPRESA_LD3_PM_0001,212919,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,WC_ENG_RESP_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,WC_ENG_RESP_PM_0001,305956,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,WERKS,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,WERKS,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,ARBPL,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,OBJID,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,OBJID,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,OBJID,,INFO,Campo constante
Backlog_mina_itabira,dtype,NEGOCIO_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,NEGOCIO_PM_0001,6303,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,CORREDOR,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,CORREDOR,6303,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,COMPLEXO_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,COMPLEXO_PM_0001,6303,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,FASE_FL_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,FASE_FL_PM_0001,15649,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,FASEPROD_FL_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,FASEPROD_FL_PM_0001,19766,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,EQART,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,EQART,6302,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,EQART,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,RBNRX,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,RBNRX,8058,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,IWERK,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,IWERK,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,IWERK,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,TPLNR,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,TPLNR,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,TPLNR_ID,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,TPLNR_ID,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,EQUNR,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,EQUNR,305344,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,EQUNR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,ABCKZ_FL,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ABCKZ_FL,6975,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,ABCKZ_EQ,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ABCKZ_EQ,305344,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,ZZCRIT_FL,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ZZCRIT_FL,302843,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,ZZCRIT_FL,X,INFO,Campo constante
Backlog_mina_itabira,dtype,ZZCOD_RISK_FL,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ZZCOD_RISK_FL,302843,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,ZZCRIT_EQ,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ZZCRIT_EQ,305995,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,ZZCRIT_EQ,X,INFO,Campo constante
Backlog_mina_itabira,dtype,ZZCOD_RISK_EQ,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ZZCOD_RISK_EQ,305995,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,ZZCOD_RISK_EQ,CTH-000020354,INFO,Campo constante
Backlog_mina_itabira,dtype,KOSTL,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,KOSTL,6636,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,KOSTL,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,AUFNR,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFNR,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,AUFNR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,AUART,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUART,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,INGRP,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,INGRP,44501,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,INGRP,13,WARNING,"Coercao numerica; amostra: ['MEL', 'MEL', 'MEL']"
Backlog_mina_itabira,dtype,ILART,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ILART,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,ILATX,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ILATX,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,ILATX,,INFO,Campo constante
Backlog_mina_itabira,dtype,KTEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,KTEXT,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,AUFNR_SYSSTATUS,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFNR_SYSSTATUS,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,AUFNR_SYSSTATUS,,INFO,Campo constante
Backlog_mina_itabira,dtype,AUFNR_USERSTATUS,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFNR_USERSTATUS,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,AUFNR_USERSTATUS,,INFO,Campo constante
Backlog_mina_itabira,dtype,AUFNR_SYSSTATUS_PT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFNR_SYSSTATUS_PT,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,AUFNR_USERSTATUS_PT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFNR_USERSTATUS_PT,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,AUFNR_SYSSTATUS_EN,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFNR_SYSSTATUS_EN,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,AUFNR_USERSTATUS_EN,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFNR_USERSTATUS_EN,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,LAST_USERSTATUS_PT,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LAST_USERSTATUS_PT,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,LAST_USERSTATUS_PT,,INFO,Campo constante
Backlog_mina_itabira,dtype,LAST_USERSTATUS_EN,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LAST_USERSTATUS_EN,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,LAST_USERSTATUS_EN,,INFO,Campo constante
Backlog_mina_itabira,dtype,DATE_LAST_USERSTATUS_PT,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,DATE_LAST_USERSTATUS_PT,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,DATE_LAST_USERSTATUS_PT,,INFO,Campo constante
Backlog_mina_itabira,dtype,DATE_LAST_USERSTATUS_EN,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,DATE_LAST_USERSTATUS_EN,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,DATE_LAST_USERSTATUS_EN,,INFO,Campo constante
Backlog_mina_itabira,dtype,STATUS_ATUAL_EN,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,STATUS_ATUAL_EN,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,STATUS_ATUAL_PT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,STATUS_ATUAL_PT,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,VORNR,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,VORNR,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,VORNR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,AUFPL,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFPL,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,AUFPL,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,APLZL,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,APLZL,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,APLZL,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,VERWE,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,VERWE,5,INFO,Campo constante
Backlog_mina_itabira,coercao,VERWE,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,VERAN,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,STEUS,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,STEUS,76,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,ABCKZ_WO,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ABCKZ_WO,6983,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,PRIOK,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,PRIOK,6293,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,PRIOK,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LTRMN,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LTRMN,115759,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LTRMN,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LTXA1,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LTXA1,7041,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,LTXA2,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LTXA2,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,LTXA2,,INFO,Campo constante
Backlog_mina_itabira,dtype,EXCLUIR_PLANTA,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,EXCLUIR_PLANTA,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,EXCLUIR_PLANTA,,INFO,Campo constante
Backlog_mina_itabira,dtype,PLANTA_VALIDA,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,PLANTA_VALIDA,SIM,INFO,Campo constante
Backlog_mina_itabira,dtype,IMAINDI37,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI37,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI38,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI38,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI266,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI266,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI62,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,IMAINDI62,161,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,IMAINDI62,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,UNID_MED,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,UNID_MED,1556,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,IMAINDI354,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI354,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,GRCIA_GRCI_PM_0001,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,OBJID_SUP,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,OBJID_SUP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,OBJID_GAR,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,OBJID_GAR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,OBJID_GER,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_GER,50759242,INFO,Campo constante
Backlog_mina_itabira,coercao,OBJID_GER,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,OBJID_GEG,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_GEG,50747762,INFO,Campo constante
Backlog_mina_itabira,coercao,OBJID_GEG,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,OBJID_DIR,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_DIR,50741292,INFO,Campo constante
Backlog_mina_itabira,coercao,OBJID_DIR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,OBJID_DEX,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_DEX,50676353,INFO,Campo constante
Backlog_mina_itabira,coercao,OBJID_DEX,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,OBJID_CEO,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_CEO,50403760,INFO,Campo constante
Backlog_mina_itabira,coercao,OBJID_CEO,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,OBJID_SUP_TEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,OBJID_SUP_TEXT,5106,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,OBJID_GAR_TEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,OBJID_GER_TEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_GER_TEXT,GER LAYER MANUTENÇÃO MINA,INFO,Campo constante
Backlog_mina_itabira,dtype,OBJID_GEG_TEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_GEG_TEXT,DIR OPERACAO ITABIRA,INFO,Campo constante
Backlog_mina_itabira,dtype,OBJID_DIR_TEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_DIR_TEXT,DIR CORREDOR SUDESTE,INFO,Campo constante
Backlog_mina_itabira,dtype,OBJID_DEX_TEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_DEX_TEXT,VP EXEC OPERACOES,INFO,Campo constante
Backlog_mina_itabira,dtype,OBJID_CEO_TEXT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,OBJID_CEO_TEXT,PRESIDENCIA,INFO,Campo constante
Backlog_mina_itabira,dtype,CAPACIDADE_VALIDA,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,dtype,IMAINDI381,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI381,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,KAPAR,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,KAPAR,161,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,KAPAR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI389,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI389,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI390,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI390,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI389_OP,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,IMAINDI389_OP,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,IMAINDI389_OP,,INFO,Campo constante
Backlog_mina_itabira,dtype,IMAINDI390_OP,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,IMAINDI390_OP,306004,WARNING,Campo contem valores nulos
Backlog_mina_itabira,constante,IMAINDI390_OP,,INFO,Campo constante
Backlog_mina_itabira,dtype,IMAINDI37_OP,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,IMAINDI37_OP,0,INFO,Campo constante
Backlog_mina_itabira,coercao,IMAINDI37_OP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI38_OP,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,IMAINDI38_OP,0,INFO,Campo constante
Backlog_mina_itabira,coercao,IMAINDI38_OP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI266_OP,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,IMAINDI266_OP,0,INFO,Campo constante
Backlog_mina_itabira,coercao,IMAINDI266_OP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI381_OP,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,IMAINDI381_OP,0,INFO,Campo constante
Backlog_mina_itabira,coercao,IMAINDI381_OP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI401,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,coercao,IMAINDI401,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,IMAINDI401_OP,int64,INFO,Tipo estrutural observado
Backlog_mina_itabira,constante,IMAINDI401_OP,0,INFO,Campo constante
Backlog_mina_itabira,coercao,IMAINDI401_OP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,INNAM,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,INNAM,44501,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,ERDAT,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ERDAT,23462,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,ERDAT,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,QMNUM,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,QMNUM,189889,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,QMNUM,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_QMNUM,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_QMNUM,296916,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_QMNUM,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_LTRMN,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_LTRMN,296916,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_LTRMN,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_AUFNR,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_AUFNR,295800,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_AUFNR,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_AUART,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_AUART,295800,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,GLTRP,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,GLTRP,126213,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,GLTRP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_GLTRP,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_GLTRP,295800,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_GLTRP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,MAX_TOLERANCE_DATE,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,MAX_TOLERANCE_DATE,245868,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,MAX_TOLERANCE_DATE,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_MAX_TOLER,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_MAX_TOLER,304888,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_MAX_TOLER,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,ZOV_GLTRP,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,ZOV_GLTRP,267878,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,ZOV_GLTRP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_ZOV_GLTRP,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_ZOV_GLTRP,305760,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_ZOV_GLTRP,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,WARPL,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,WARPL,245741,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,WARPL,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_WARPL,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_WARPL,304888,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_WARPL,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,POINT,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,POINT,267338,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,POINT,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,LEAD_POINT,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,LEAD_POINT,305760,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,LEAD_POINT,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,DATA_VENCIMENTO_NEW,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,DATA_VENCIMENTO_NEW,126213,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,DATA_VENCIMENTO_NEW,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,DIAS_PARA_VENC_NEW,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,DIAS_PARA_VENC_NEW,122522,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,DIAS_PARA_VENC_NEW,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,negativos,DIAS_PARA_VENC_NEW,41015,WARNING,Valores negativos encontrados
Backlog_mina_itabira,dtype,VENC_NEW,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,VENC_NEW,122522,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,VENC_NEW,0,INFO,Coercao numerica; amostra: []
Backlog_mina_itabira,dtype,AUFPL_SYSSTATUS_PT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFPL_SYSSTATUS_PT,109760,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,AUFPL_USERSTATUS_PT,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFPL_USERSTATUS_PT,109760,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,AUFPL_SYSSTATUS_EN,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFPL_SYSSTATUS_EN,109760,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,AUFPL_USERSTATUS_EN,object,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,AUFPL_USERSTATUS_EN,109760,WARNING,Campo contem valores nulos
Backlog_mina_itabira,dtype,IMAINDI354_BM,float64,INFO,Tipo estrutural observado
Backlog_mina_itabira,nulos,IMAINDI354_BM,302301,WARNING,Campo contem valores nulos
Backlog_mina_itabira,coercao,IMAINDI354_BM,0,INFO,Coercao numerica; amostra: []
